직무,자소서_개수,실무_키워드_15,인재상_키워드_10,추천_대기업_Top3,통합_키워드_25
미디어상품기획,4,"미디어, 데이터, 이트, 캠페인, 플랫폼, 고객사, 시장, 매체, 광고, 상품, 목표, 발굴, 기획, 국내, 성공","고객, 성장, 효율, 커뮤니티, 서비스, 편의, 품질, 최고지향, 디지털, 글로벌","현대글로비스(항공·물류), 이마트(유통·서비스), 한화호텔앤드리조트(유통·서비스)","미디어, 데이터, 이트, 캠페인, 플랫폼, 고객사, 시장, 매체, 광고, 상품, 목표, 발굴, 기획, 국내, 성공, 고객, 성장, 효율, 커뮤니티, 서비스, 편의, 품질, 최고지향, 디지털, 글로벌"
바이오공정지원직,3,"책임감, 작업, 프로젝트, 시간, 모습, 대학, 팀원, 기업, 환경, 현장, 산업, 의식, 강화, 임무, 완수","성장, 공정, 인재, 도전, 신뢰, 편의, 품질, 최고지향, 커뮤니티, 디지털","국민연금공단(공공기관), 한국산업은행(금융·보험), 삼성SDS(IT·전자)","책임감, 작업, 프로젝트, 시간, 모습, 대학, 팀원, 기업, 환경, 현장, 산업, 의식, 강화, 임무, 완수, 성장, 공정, 인재, 도전, 신뢰, 편의, 품질, 최고지향, 커뮤니티, 디지털"
반도체공정기술,8,"레이저, 가공, 분석, 문제, 반도체, 개선, 해결, 활용, 광학, 발생, 원인, 개발, 중요, 결함, 무명","공정, 열정, 인재, 도전, 소통, 안정, 성장, 신뢰, 효율, 존중","국민연금공단(공공기관), 국민건강보험공단(공공기관), 한국산업은행(금융·보험)","레이저, 가공, 분석, 문제, 반도체, 개선, 해결, 활용, 광학, 발생, 원인, 개발, 중요, 결함, 무명, 공정, 열정, 인재, 도전, 소통, 안정, 성장, 신뢰, 효율, 존중"
반도체공정설계,4,"이미지, 센서, 연구, 개발, 구조, 교수, 학부, 동작, 포토, 분석, 성능, 극복, 픽셀, 원인, 사용","공정, 열정, 혁신, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","국민건강보험공단(공공기관), 한국산업은행(금융·보험), 호텔신라(유통·서비스)","이미지, 센서, 연구, 개발, 구조, 교수, 학부, 동작, 포토, 분석, 성능, 극복, 픽셀, 원인, 사용, 공정, 열정, 혁신, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
반도체연구소 공정기술,4,"반도체, 개발, 제품, 목표, 역할, 중요, 경제, 양자, 제작, 프로젝트, 이해, 전도, 합성, 연구, 핵심","공정, 혁신, 안정, 열정, 협력, 성장, 효율, 도전, 서비스, 편의","한국산업은행(금융·보험), 국민연금공단(공공기관), 국민건강보험공단(공공기관)","반도체, 개발, 제품, 목표, 역할, 중요, 경제, 양자, 제작, 프로젝트, 이해, 전도, 합성, 연구, 핵심, 공정, 혁신, 안정, 열정, 협력, 성장, 효율, 도전, 서비스, 편의"
배터리 공정/설비 개발,3,"배터리, 사용, 해체, 제조, 활용, 단위, 모듈, 시장, 비용, 개발, 바인더, 성능, 해결, 논리, 문제","공정, 효율, 성장, 도전, 인재, 과학, 혁신, 편의, 품질, 최고지향","현대글로비스(항공·물류), 이마트(유통·서비스), 한국산업은행(금융·보험)","배터리, 사용, 해체, 제조, 활용, 단위, 모듈, 시장, 비용, 개발, 바인더, 성능, 해결, 논리, 문제, 공정, 효율, 성장, 도전, 인재, 과학, 혁신, 편의, 품질, 최고지향"
"배터리 셀, 소재 개발",3,"소재, 배터리, 개발, 경쟁력, 양극, 연구, 화학, 피드백, 삼원, 미래, 삼성, 프로젝트, 관점, 차세대, 가격","도전, 효율, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정","현대글로비스(항공·물류), 이마트(유통·서비스), 제일기획(유통·서비스)","소재, 배터리, 개발, 경쟁력, 양극, 연구, 화학, 피드백, 삼원, 미래, 삼성, 프로젝트, 관점, 차세대, 가격, 도전, 효율, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정"
배터리 셀/소재 및 전자재료 개발,3,"배터리, 화재, 전지, 프로젝트, 고체, 중요, 삼성, 리튬, 인간관계, 배려, 관계, 개선, 관리, 메탈, 비판","혁신, 성장, 효율, 도전, 협력, 존중, 소통, 편의, 품질, 최고지향","현대글로비스(항공·물류), SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어)","배터리, 화재, 전지, 프로젝트, 고체, 중요, 삼성, 리튬, 인간관계, 배려, 관계, 개선, 관리, 메탈, 비판, 혁신, 성장, 효율, 도전, 협력, 존중, 소통, 편의, 품질, 최고지향"
법인영업,6,"가능, 기업, 지속, 금융, 법인, 분석, 제시, 상품, 데이터, 문제, 해결, 이해, 사회, 관계, 구조","고객, 신뢰, 성장, 서비스, 디지털, 안정, 도전, 소통, 상생, 협력","신한카드(금융·보험), LG헬로비전(통신·미디어), 롯데정보통신(IT·전자)","가능, 기업, 지속, 금융, 법인, 분석, 제시, 상품, 데이터, 문제, 해결, 이해, 사회, 관계, 구조, 고객, 신뢰, 성장, 서비스, 디지털, 안정, 도전, 소통, 상생, 협력"
보험업무/보상,5,"자산, 금융, 가상, 영상, 공모전, 보험, 수행, 학회, 목표, 정책, 파악, 갱신, 기획, 적극, 분석","도전, 성장, 책임, 협력, 소통, 고객, 디지털, 열정, 서비스, 혁신","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), 카카오헬스케어(제약·바이오)","자산, 금융, 가상, 영상, 공모전, 보험, 수행, 학회, 목표, 정책, 파악, 갱신, 기획, 적극, 분석, 도전, 성장, 책임, 협력, 소통, 고객, 디지털, 열정, 서비스, 혁신"
본사영업,9,"금융, 상품, 투자, 목표, 문제, 수준, 분석, 해결, 극복, 취득, 책임감, 지식, 요청, 지속, 개인","고객, 신뢰, 성장, 도전, 소통, 서비스, 디지털, 인재, 협력, 열정","LG헬로비전(통신·미디어), 신한카드(금융·보험), LG유플러스(통신·미디어)","금융, 상품, 투자, 목표, 문제, 수준, 분석, 해결, 극복, 취득, 책임감, 지식, 요청, 지속, 개인, 고객, 신뢰, 성장, 도전, 소통, 서비스, 디지털, 인재, 협력, 열정"
본사영업(Trading/High Frequency Trading 운용 및 시스템 개발),2,"학습, 사용, 개발, 시스템, 언어, 객체, 프로젝트, 실습, 프로그램, 구현, 필요, 편리, 지향, 관리, 완벽","도전, 성장, 효율, 서비스, 인재, 편의, 품질, 최고지향, 커뮤니티, 디지털","현대글로비스(항공·물류), 이마트(유통·서비스), 삼성SDS(IT·전자)","학습, 사용, 개발, 시스템, 언어, 객체, 프로젝트, 실습, 프로그램, 구현, 필요, 편리, 지향, 관리, 완벽, 도전, 성장, 효율, 서비스, 인재, 편의, 품질, 최고지향, 커뮤니티, 디지털"
부동산 개발,3,"브랜드, 법률, 공간, 중요, 조건, 오류, 개선, 데이터, 계약, 반복, 결과, 이해, 방법, 정보, 은행","고객, 서비스, 신뢰, 디지털, 도전, 성장, 안정, 소통, 효율, 편의","한화호텔앤드리조트(유통·서비스), 신한카드(금융·보험), 롯데카드(금융·보험)","브랜드, 법률, 공간, 중요, 조건, 오류, 개선, 데이터, 계약, 반복, 결과, 이해, 방법, 정보, 은행, 고객, 서비스, 신뢰, 디지털, 도전, 성장, 안정, 소통, 효율, 편의"
부동산자산관리,6,"관리, 자산, 문제, 부동산, 시니어, 운영, 해결, 중요, 시장, 분석, 단순, 주거, 수익, 공간, 임대료","고객, 안정, 성장, 서비스, 신뢰, 효율, 커뮤니티, 소통, 인재, 편의","교보생명(금융·보험), 삼성생명(금융·보험), KB생명보험(금융·보험)","관리, 자산, 문제, 부동산, 시니어, 운영, 해결, 중요, 시장, 분석, 단순, 주거, 수익, 공간, 임대료, 고객, 안정, 성장, 서비스, 신뢰, 효율, 커뮤니티, 소통, 인재, 편의"
부품개발 - 광주,3,"부품, 프로젝트, 관리, 학습, 개발, 양산, 최적화, 목표, 일정, 적합, 전공, 평가, 과목, 이바지, 선정","성장, 소통, 공정, 도전, 신뢰, 효율, 디지털, 인재, 편의, 품질","신한카드(금융·보험), LG유플러스(통신·미디어), LG헬로비전(통신·미디어)","부품, 프로젝트, 관리, 학습, 개발, 양산, 최적화, 목표, 일정, 적합, 전공, 평가, 과목, 이바지, 선정, 성장, 소통, 공정, 도전, 신뢰, 효율, 디지털, 인재, 편의, 품질"
브랜드 디자인,7,"디자인, 코코몽, 콘텐츠, 캐릭터, 제작, 업체, 스타일, 기획, 방법, 미팅, 애니메이션, 메타버스, 성과, 계약, 분석","소통, 도전, 성장, 고객, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털","SK텔레콤(통신·미디어), SK브로드밴드(통신·미디어), LG유플러스(통신·미디어)","디자인, 코코몽, 콘텐츠, 캐릭터, 제작, 업체, 스타일, 기획, 방법, 미팅, 애니메이션, 메타버스, 성과, 계약, 분석, 소통, 도전, 성장, 고객, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털"
브랜드 커뮤니케이션,3,"선물, 올리브, 브랜드, 광고, 콘텐츠, 오프라인, 운영, 분석, 개선, 매출, 기획, 성과, 매장, 달성, 번들","서비스, 고객, 편의, 성장, 소통, 혁신, 효율, 품질, 최고지향, 커뮤니티","한화호텔앤드리조트(유통·서비스), 호텔신라(유통·서비스), 롯데호텔앤드리조트(유통·서비스)","선물, 올리브, 브랜드, 광고, 콘텐츠, 오프라인, 운영, 분석, 개선, 매출, 기획, 성과, 매장, 달성, 번들, 서비스, 고객, 편의, 성장, 소통, 혁신, 효율, 품질, 최고지향, 커뮤니티"
브랜드마케팅,2,"배차, 저희, 이동, 가족, 공모전, 자소서, 편리, 투병, 택시, 골목길, 위치, 가능, 외식, 병원, 시스템","고객, 혁신, 서비스, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정","호텔신라(유통·서비스), 롯데호텔앤드리조트(유통·서비스), 한화호텔앤드리조트(유통·서비스)","배차, 저희, 이동, 가족, 공모전, 자소서, 편리, 투병, 택시, 골목길, 위치, 가능, 외식, 병원, 시스템, 고객, 혁신, 서비스, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정"
비주얼 디자인,3,"트렌드, 디자인, 브랜드, 반응, 결과, 디자이너, 단순, 방식, 실제, 올리브, 콘텐츠, 반복, 분석, 매출, 관찰","고객, 성장, 도전, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","SK텔레콤(통신·미디어), SK브로드밴드(통신·미디어), LG유플러스(통신·미디어)","트렌드, 디자인, 브랜드, 반응, 결과, 디자이너, 단순, 방식, 실제, 올리브, 콘텐츠, 반복, 분석, 매출, 관찰, 고객, 성장, 도전, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
사무직,3,"최선, 메모, 사무, 문의, 공급, 정확, 내용, 해결, 전화, 사항, 수행, 주택, 안내, 처리, 모습","고객, 정직, 효율, 편의, 성장, 서비스, 신뢰, 품질, 최고지향, 커뮤니티","삼성생명(금융·보험), 삼성증권(금융·보험), 현대글로비스(항공·물류)","최선, 메모, 사무, 문의, 공급, 정확, 내용, 해결, 전화, 사항, 수행, 주택, 안내, 처리, 모습, 고객, 정직, 효율, 편의, 성장, 서비스, 신뢰, 품질, 최고지향, 커뮤니티"
사업/기획_국내사업_국내 판매,3,"국내, 데이터, 개발, 활용, 판매, 학습, 하이브리드, 제품, 프로젝트, 의견, 기회, 확대, 중요, 상황, 전략","고객, 서비스, 소통, 커뮤니티, 인재, 도전, 협력, 성장, 신뢰, 편의","LG헬로비전(통신·미디어), SK브로드밴드(통신·미디어), LG유플러스(통신·미디어)","국내, 데이터, 개발, 활용, 판매, 학습, 하이브리드, 제품, 프로젝트, 의견, 기회, 확대, 중요, 상황, 전략, 고객, 서비스, 소통, 커뮤니티, 인재, 도전, 협력, 성장, 신뢰, 편의"
사업/기획_국내사업_서비스 품질·기술 지원,6,"만족, 매출, 자율, 문제, 제공, 해결, 목표, 주행, 필드, 관리, 운영, 긍정, 최고, 탐지, 보람","고객, 서비스, 신뢰, 편의, 투명, 책임, 혁신, 품질, 최고지향, 커뮤니티","호텔신라(유통·서비스), 롯데호텔앤드리조트(유통·서비스), 한화호텔앤드리조트(유통·서비스)","만족, 매출, 자율, 문제, 제공, 해결, 목표, 주행, 필드, 관리, 운영, 긍정, 최고, 탐지, 보람, 고객, 서비스, 신뢰, 편의, 투명, 책임, 혁신, 품질, 최고지향, 커뮤니티"
사업관리,3,"도시, 중요, 대상자, 교육, 사업, 니즈, 파악, 기사, 부동산, 지식, 관심, 분석, 프로젝트, 정비, 금융","성장, 도전, 소통, 커뮤니티, 안정, 인재, 창의, 편의, 품질, 최고지향","SK텔레콤(통신·미디어), SK브로드밴드(통신·미디어), LG유플러스(통신·미디어)","도시, 중요, 대상자, 교육, 사업, 니즈, 파악, 기사, 부동산, 지식, 관심, 분석, 프로젝트, 정비, 금융, 성장, 도전, 소통, 커뮤니티, 안정, 인재, 창의, 편의, 품질, 최고지향"
사업기획/마케팅,6,"기획, 브랜드, 분석, 근무, 전략, 플랫폼, 상품, 행사, 번역문, 세대, 포인트, 데이터, 수행, 결과, 미군","고객, 도전, 성장, 효율, 커뮤니티, 창의, 편의, 품질, 최고지향, 디지털","현대글로비스(항공·물류), 이마트(유통·서비스), 삼성SDS(IT·전자)","기획, 브랜드, 분석, 근무, 전략, 플랫폼, 상품, 행사, 번역문, 세대, 포인트, 데이터, 수행, 결과, 미군, 고객, 도전, 성장, 효율, 커뮤니티, 창의, 편의, 품질, 최고지향, 디지털"
사원 6급 (미래금융인재),5,"금융, 시장, 부동산, 제공, 상황, 문제, 분석, 태도, 해결, 상대방, 위험, 상품, 개발, 전문, 조직","신뢰, 고객, 성장, 소통, 안정, 서비스, 열정, 도전, 협력, 투명","LG유플러스(통신·미디어), LG헬로비전(통신·미디어), 한화호텔앤드리조트(유통·서비스)","금융, 시장, 부동산, 제공, 상황, 문제, 분석, 태도, 해결, 상대방, 위험, 상품, 개발, 전문, 조직, 신뢰, 고객, 성장, 소통, 안정, 서비스, 열정, 도전, 협력, 투명"
산업기획부(바이오&헬스케어),5,"바이오, 헬스케어, 산업, 분석, 기업, 제품, 경제, 투자, 개월, 인허가, 파악, 고객사, 금융, 기획, 흐름","성장, 소통, 공정, 과학, 도전, 책임, 혁신, 편의, 품질, 최고지향","SK텔레콤(통신·미디어), SK브로드밴드(통신·미디어), LG유플러스(통신·미디어)","바이오, 헬스케어, 산업, 분석, 기업, 제품, 경제, 투자, 개월, 인허가, 파악, 고객사, 금융, 기획, 흐름, 성장, 소통, 공정, 과학, 도전, 책임, 혁신, 편의, 품질, 최고지향"
삼성전자DS 글로벌 제조&인프라총괄 – 인프라기술(Gas/Chemical),4,"제품, 문제, 반도체, 존재, 활용, 해결, 전공, 전달, 산업, 모델, 학교, 상황, 가정, 방법, 특성","공정, 성장, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정","국민연금공단(공공기관), 한국산업은행(금융·보험), 현대글로비스(항공·물류)","제품, 문제, 반도체, 존재, 활용, 해결, 전공, 전달, 산업, 모델, 학교, 상황, 가정, 방법, 특성, 공정, 성장, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정"
상용차 프로젝트 관리,2,"프로젝트, 관리, 시스템, 상용차, 이해, 개발, 전공, 일정, 수행, 데이터, 과목, 기계, 구조, 결과, 분석","공정, 소통, 효율, 협력, 신뢰, 편의, 품질, 최고지향, 커뮤니티, 디지털","국민건강보험공단(공공기관), LG헬로비전(통신·미디어), 국민연금공단(공공기관)","프로젝트, 관리, 시스템, 상용차, 이해, 개발, 전공, 일정, 수행, 데이터, 과목, 기계, 구조, 결과, 분석, 공정, 소통, 효율, 협력, 신뢰, 편의, 품질, 최고지향, 커뮤니티, 디지털"
상품/계리 (고객콜센터),8,"데이터, 모델, 매출, 분석, 맞춤, 문제, 해결, 부사관, 탐지, 성과, 개선, 활용, 보안, 제공, 보험업","고객, 서비스, 디지털, 협력, 혁신, 성장, 소통, 책임, 효율, 편의","한화호텔앤드리조트(유통·서비스), 호텔신라(유통·서비스), 롯데호텔앤드리조트(유통·서비스)","데이터, 모델, 매출, 분석, 맞춤, 문제, 해결, 부사관, 탐지, 성과, 개선, 활용, 보안, 제공, 보험업, 고객, 서비스, 디지털, 협력, 혁신, 성장, 소통, 책임, 효율, 편의"
상품개발,3,"상품, 브랜드, 컬러, 올리브, 퍼스널, 트렌드, 팔레트, 자연, 메이트, 개발, 소비자, 매력, 강점, 기록, 메이크업","고객, 도전, 성장, 서비스, 소통, 효율, 편의, 품질, 최고지향, 커뮤니티","SK텔레콤(통신·미디어), SK브로드밴드(통신·미디어), LG유플러스(통신·미디어)","상품, 브랜드, 컬러, 올리브, 퍼스널, 트렌드, 팔레트, 자연, 메이트, 개발, 소비자, 매력, 강점, 기록, 메이크업, 고객, 도전, 성장, 서비스, 소통, 효율, 편의, 품질, 최고지향, 커뮤니티"
생산,3,"팀원, 목표, 드론, 프로젝트, 자율, 주행, 취득, 자격증, 핵심, 제작, 극복, 성공, 학부, 계획, 자세","공정, 도전, 소통, 효율, 협력, 존중, 편의, 품질, 최고지향, 커뮤니티","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), 제일기획(유통·서비스)","팀원, 목표, 드론, 프로젝트, 자율, 주행, 취득, 자격증, 핵심, 제작, 극복, 성공, 학부, 계획, 자세, 공정, 도전, 소통, 효율, 협력, 존중, 편의, 품질, 최고지향, 커뮤니티"
생산 부문,4,"문제, 조립, 해결, 장비, 실습, 시스템, 프로젝트, 현장, 가공, 실행, 협업, 제작, 로봇, 배선, 센서","공정, 효율, 인재, 협력, 도전, 성장, 소통, 안정, 존중, 신뢰","LG헬로비전(통신·미디어), 현대자동차(자동차·기계), 현대글로비스(항공·물류)","문제, 조립, 해결, 장비, 실습, 시스템, 프로젝트, 현장, 가공, 실행, 협업, 제작, 로봇, 배선, 센서, 공정, 효율, 인재, 협력, 도전, 성장, 소통, 안정, 존중, 신뢰"
생산 엔지니어,9,"문제, 분석, 예약, 해결, 개선, 결과, 실험, 대회, 데이터, 이해, 시스템, 대기, 발생, 모바일, 프로그램","공정, 도전, 고객, 과학, 혁신, 안정, 존중, 성장, 창의, 서비스","국민건강보험공단(공공기관), 한국산업은행(금융·보험), SK텔레콤(통신·미디어)","문제, 분석, 예약, 해결, 개선, 결과, 실험, 대회, 데이터, 이해, 시스템, 대기, 발생, 모바일, 프로그램, 공정, 도전, 고객, 과학, 혁신, 안정, 존중, 성장, 창의, 서비스"
생산(광학용필름 생산공정 관리),1,"자료, 동아리, 전공, 주제, 조사, 발표, 보고서, 상황, 처음, 수업, 활동, 적극, 저희, 팀원, 담당","소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영","제일기획(유통·서비스), 현대카드(금융·보험), SK텔레콤(통신·미디어)","자료, 동아리, 전공, 주제, 조사, 발표, 보고서, 상황, 처음, 수업, 활동, 적극, 저희, 팀원, 담당, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영"
생산(초고압변압기 설계),1,"기기, 최적, 회원, 변압기, 의견, 수렴, 기사, 전력, 모터, 이용, 논문, 문제, 동아리, 수행, 공학","소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영","제일기획(유통·서비스), 현대카드(금융·보험), SK텔레콤(통신·미디어)","기기, 최적, 회원, 변압기, 의견, 수렴, 기사, 전력, 모터, 이용, 논문, 문제, 동아리, 수행, 공학, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영"
생산/제조_공정기술,4,"수행, 팀원, 문제, 발생, 로봇, 중요, 역할, 토대, 도장, 활동, 책임감, 해결, 자료, 처리, 구현","공정, 소통, 효율, 열정, 성장, 신뢰, 편의, 품질, 최고지향, 커뮤니티","국민건강보험공단(공공기관), 국민연금공단(공공기관), 한국산업은행(금융·보험)","수행, 팀원, 문제, 발생, 로봇, 중요, 역할, 토대, 도장, 활동, 책임감, 해결, 자료, 처리, 구현, 공정, 소통, 효율, 열정, 성장, 신뢰, 편의, 품질, 최고지향, 커뮤니티"
생산/제조_구매/부품개발_구매전략,4,"청소기, 기업, 차량, 다이슨, 전략, 분석, 온실가스, 환경, 경영, 데이터, 소비자, 배출, 사회, 상점, 상인","고객, 성장, 인재, 상생, 공정, 협력, 효율, 편의, 품질, 최고지향","삼성SDS(IT·전자), 현대글로비스(항공·물류), 현대오토에버(IT·전자)","청소기, 기업, 차량, 다이슨, 전략, 분석, 온실가스, 환경, 경영, 데이터, 소비자, 배출, 사회, 상점, 상인, 고객, 성장, 인재, 상생, 공정, 협력, 효율, 편의, 품질, 최고지향"
생산/제조_생산관리(전주공장),6,"공장, 스마트, 팩토리, 시뮬레이션, 관리, 프로세스, 환경, 공부, 운영, 발전, 지속, 가능, 데이터, 수요, 코드","공정, 성장, 소통, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","국민연금공단(공공기관), 한국산업은행(금융·보험), 국민건강보험공단(공공기관)","공장, 스마트, 팩토리, 시뮬레이션, 관리, 프로세스, 환경, 공부, 운영, 발전, 지속, 가능, 데이터, 수요, 코드, 공정, 성장, 소통, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
생산/제조_신차개발-생산기술(아산공장),2,"소재, 공법, 문제, 해결, 도금, 적용, 재료, 고등학교, 부식, 주제, 최적, 부품, 스펙, 해당, 학부","공정, 협력, 소통, 성장, 책임, 편의, 품질, 최고지향, 커뮤니티, 디지털","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), 국민건강보험공단(공공기관)","소재, 공법, 문제, 해결, 도금, 적용, 재료, 고등학교, 부식, 주제, 최적, 부품, 스펙, 해당, 학부, 공정, 협력, 소통, 성장, 책임, 편의, 품질, 최고지향, 커뮤니티, 디지털"
생산/제조_신차개발-생산기술(전주공장),3,"프로젝트, 미래, 시간, 기업, 환경, 촉매, 스마트, 팩토리, 경쟁력, 이용, 탄소, 연구, 실무, 데이터, 문제","효율, 공정, 고객, 디지털, 인재, 성장, 혁신, 편의, 품질, 최고지향","현대글로비스(항공·물류), 이마트(유통·서비스), 한국산업은행(금융·보험)","프로젝트, 미래, 시간, 기업, 환경, 촉매, 스마트, 팩토리, 경쟁력, 이용, 탄소, 연구, 실무, 데이터, 문제, 효율, 공정, 고객, 디지털, 인재, 성장, 혁신, 편의, 품질, 최고지향"
생산/제조_파이롯트_파이롯트개발,2,"차량, 검증, 시스템, 데이터, 개발, 알고리즘, 코드, 프로젝트, 단계, 문제, 제어, 자동화, 관리, 일정, 실제","효율, 공정, 성장, 소통, 신뢰, 편의, 품질, 최고지향, 커뮤니티, 디지털","현대글로비스(항공·물류), 이마트(유통·서비스), 국민건강보험공단(공공기관)","차량, 검증, 시스템, 데이터, 개발, 알고리즘, 코드, 프로젝트, 단계, 문제, 제어, 자동화, 관리, 일정, 실제, 효율, 공정, 성장, 소통, 신뢰, 편의, 품질, 최고지향, 커뮤니티, 디지털"
생산/제조_품질_품질기획 (울산공장),3,"분석, 데이터, 프로젝트, 해결, 문제, 경영, 개선, 기획, 협업, 적용, 성과, 활용, 수준, 기대, 목표","고객, 공정, 협력, 성장, 서비스, 편의, 품질, 최고지향, 커뮤니티, 디지털","삼성SDS(IT·전자), 현대오토에버(IT·전자), SK브로드밴드(통신·미디어)","분석, 데이터, 프로젝트, 해결, 문제, 경영, 개선, 기획, 협업, 적용, 성과, 활용, 수준, 기대, 목표, 고객, 공정, 협력, 성장, 서비스, 편의, 품질, 최고지향, 커뮤니티, 디지털"
생산/제조_품질관리 (울산공장),5,"문제, 분석, 긍정, 사고, 완벽, 해결, 발생, 해당, 실무, 데이터, 단점, 통계, 손실, 연구, 활동","공정, 소통, 고객, 협력, 성장, 효율, 편의, 품질, 최고지향, 커뮤니티","국민건강보험공단(공공기관), SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어)","문제, 분석, 긍정, 사고, 완벽, 해결, 발생, 해당, 실무, 데이터, 단점, 통계, 손실, 연구, 활동, 공정, 소통, 고객, 협력, 성장, 효율, 편의, 품질, 최고지향, 커뮤니티"
생산_초고압변압기설계,1,"수업, 전력, 구조, 에너지, 안테나, 그것, 학습, 예측, 각각, 변압기, 시험, 논리, 회로, 필요, 자료","디지털, 소통, 효율, 편의, 품질, 최고지향, 커뮤니티, 글로벌, 안정, 열정","현대카드(금융·보험), 신한카드(금융·보험), 삼성카드(금융·보험)","수업, 전력, 구조, 에너지, 안테나, 그것, 학습, 예측, 각각, 변압기, 시험, 논리, 회로, 필요, 자료, 디지털, 소통, 효율, 편의, 품질, 최고지향, 커뮤니티, 글로벌, 안정, 열정"
생산관리,12,"제품, 데이터, 동원, 불량, 식품, 시장, 관리, 목표, 계획, 몰타, 참치, 분석, 이상, 프로젝트, 일정","공정, 효율, 성장, 도전, 소통, 인재, 신뢰, 고객, 안정, 협력","현대글로비스(항공·물류), 이마트(유통·서비스), LG헬로비전(통신·미디어)","제품, 데이터, 동원, 불량, 식품, 시장, 관리, 목표, 계획, 몰타, 참치, 분석, 이상, 프로젝트, 일정, 공정, 효율, 성장, 도전, 소통, 인재, 신뢰, 고객, 안정, 협력"
생산관리(사양/진도관리),4,"목표, 계획, 달성, 미션, 도면, 로봇, 프로젝트, 올해, 시간, 수행, 수립, 사용, 리더, 관리, 일정","공정, 소통, 고객, 효율, 도전, 서비스, 책임, 편의, 품질, 최고지향","국민건강보험공단(공공기관), 제일기획(유통·서비스), 현대카드(금융·보험)","목표, 계획, 달성, 미션, 도면, 로봇, 프로젝트, 올해, 시간, 수행, 수립, 사용, 리더, 관리, 일정, 공정, 소통, 고객, 효율, 도전, 서비스, 책임, 편의, 품질, 최고지향"
생산관리(합성수지),5,"데이터, 활용, 소재, 중요, 파악, 첨단, 학부, 지식, 시뮬레이션, 현장, 관리, 역할, 의미, 산업, 탄소","공정, 성장, 고객, 효율, 도전, 신뢰, 책임, 혁신, 편의, 품질","한국산업은행(금융·보험), 국민연금공단(공공기관), 현대글로비스(항공·물류)","데이터, 활용, 소재, 중요, 파악, 첨단, 학부, 지식, 시뮬레이션, 현장, 관리, 역할, 의미, 산업, 탄소, 공정, 성장, 고객, 효율, 도전, 신뢰, 책임, 혁신, 편의, 품질"
생산기술,56,"분석, 문제, 환경, 연구, 해결, 중요, 데이터, 목표, 조건, 결과, 개선, 활용, 기업, 변화, 프로젝트","공정, 성장, 안정, 도전, 혁신, 효율, 신뢰, 소통, 협력, 책임","국민연금공단(공공기관), 한국산업은행(금융·보험), 국민건강보험공단(공공기관)","분석, 문제, 환경, 연구, 해결, 중요, 데이터, 목표, 조건, 결과, 개선, 활용, 기업, 변화, 프로젝트, 공정, 성장, 안정, 도전, 혁신, 효율, 신뢰, 소통, 협력, 책임"
생산기술 (포항/광양),5,"환경, 분석, 개선, 변수, 데이터, 수소, 소재, 탄소, 제철, 환원, 문제, 실험, 지속, 가능, 연구","공정, 성장, 안정, 효율, 혁신, 존중, 신뢰, 협력, 책임, 편의","국민연금공단(공공기관), 한국산업은행(금융·보험), 국민건강보험공단(공공기관)","환경, 분석, 개선, 변수, 데이터, 수소, 소재, 탄소, 제철, 환원, 문제, 실험, 지속, 가능, 연구, 공정, 성장, 안정, 효율, 혁신, 존중, 신뢰, 협력, 책임, 편의"
