회사명,연도,직무분야,직무명,경력,질문 내용,답변
SK하이닉스,2025 상반기,IT·개발·전자,양산기술 (Package &TEST)(청주),,1. 지원하신 직무 분야의 전문성을 키우기 위해 꾸준히 노력한 경험에 대해 서술해주세요.,"양산기술 P&T 직무는 안정적인 양산과 수율 확보가 핵심이라고 생각합니다.
저는 삼성전자 AVP 사업팀에서 하이브리드 본딩(HyB)이 일정에 맞게 진행될 수 있도록 지원하는 업무를 담당했습니다. 이를 위해 다음의 노력을 기울였습니다.
첫째, 유관 부서의 웨이퍼 정보를 토대로 우선순위를 정해 플라즈마, 클리닝, UV 등 전처리를 진행했습니다. 또한, 원부자재 수량을 주기적으로 점검하며 자재가 부족하여 공정이 지연되는 것을 방지하였습니다.
둘째, 단일 설비의 의존도를 낮추고자 추가 설비에 셋업을 요청하였습니다. 이로써 주요 설비가 장기 다운되는 상황에서도 Core를 안정적으로 공급하여 HyB을 계획된 일정 내에 완료했습니다.
셋째, 전기 신호가 지연되거나 전달되지 않는 TSV의 불량 원인을 분석하였습니다. SAT로 불량 위치를 확인하고 FIB-SEM으로 확보한 이미지를 수율 데이터에 반영하였습니다.
실습 기간 동안 각 공정의 진행 상황을 지속적으로 확인하고, 설비를 소싱하여 리스크에 대비하며 철저한 일정 관리 능력을 키웠습니다. 이는 공정 개선 평가에 기여하는 엔지니어에게 꼭 필요한 역량입니다. 이를 토대로 HBM의 수율 향상과 양산을 책임지겠습니다."
SK하이닉스,2025 상반기,IT·개발·전자,양산기술 (Package &TEST)(청주),,2. 팀워크를 발휘해 사람들을 연결하고 공동 목표 달성에 기여한 경험에 대해 서술해주세요.,"엔데믹 직후, 오랫동안 활동한 중앙 동아리가 인원 부족으로 인하여 없어질 뻔한 적이 있습니다. 회장으로서 운영진과 함께 동아리를 되살리고자 다음의 목표를 정하였습니다.
1. 부원 수를 늘리기 위해 적극적으로 동아리를 홍보했습니다.
2. 차기 운영진에게 동아리 노하우를 전수할 수 있도록 비망록 작성을 제안하였습니다.
신설 학과 OT와 새내기 배움터에서 공연을 하고 홍보 부스를 운영하여 280명의 부원을 모집했습니다. 이후 신입생 환영회, 학습부, 워크샵, 버스킹 등의 활동을 통해 부원들의 적극적인 참여를 유도했습니다.
비망록에는 각 운영진의 개인적인 노하우, 진행 방법, 소모 예산 그리고 모든 회의록을 상세하게 정리하였고, 목차를 추가하여 이를 차기 운영진에게 전달하였습니다.
학기 말, 200명 규모의 공연을 성공적으로 마무리하면서 회장을 마쳤고, 2023년도 우수 동아리로 선정되는 성과를 이루었습니다.
동아리를 하며 조직 내에서 팔로워의 역할과 리더가 어떻게 조직을 이끌어야 하는지 알게 되었습니다. 입사 후, 조직 문화에 빠르게 적응하고 맡은 역할을 능동적으로 수행하며 공정 최적화에 기여하겠습니다. 나아가 팀원들을 효과적으로 이끄는 리더로 성장하겠습니다."
SK하이닉스,2025 상반기,IT·개발·전자,양산기술 (Package &TEST)(청주),,3. 도전적인 목표를 세우고 성취하기 위해 끈질기게 노력한 경험에 대해 서술해주세요.,"[후공정 전문가가 되기 위해 꾸준히 노력하였습니다]
양산기술 P&T 직무에 필요한 역량을 기르기 위해 관련 강의를 모두 수강하였습니다. ‘반도체공정’ 수업을 통해 8대 공정에 대한 폭넓은 이해를 갖추었고, ‘반도체공학세미나’에서 TSV와 Si 인터포저 기술 기반의 이종 집적화의 중요성과 본딩 기술에 대해 학습하였습니다.
또한, 컴퓨터 시뮬레이션을 활용해 열 전달 효율성을 높이는 소재의 분자 구조를 분석하고, 에너지 갭을 예측하는 머신 러닝 연구에 몰두한 경험이 있습니다. WebMO 프로그램을 이용하여 소재의 분자 구조 최적화를 시도했지만, 시뮬레이션 결과와 실제 안정 구조 간의 차이로 인해 결합 각도를 정확히 찾는 데 어려움을 겪었습니다. 이를 해결하기 위해 원자 간의 거리에 따른 에너지 변화를 분석하였고, 결합 각도를 정밀하게 조정할 수 있었습니다. 이후, 약 3만 개의 분자들의 에너지 갭을 예측하는 학습 모델을 최적화하여 높은 정확도를 달성하였습니다.
이러한 경험을 통해 문제를 분석하고 해결하는 역량을 기를 수 있었습니다. 입사 후에는 이러한 문제 해결 능력을 바탕으로 HBM의 품질을 개선하며 팀의 목표 달성에 기여하겠습니다."
SK하이닉스,2025 상반기,IT·개발·전자,양산기술 (Package &TEST)(청주),,"4. 지원자님은 어떤 사람인가요? 지원자님을 가장 잘 나타낼 수 있는 해시태그(#)를 포함하여, 남들과는 다른 특별한 가치관, 개성, 강점 등을 자유롭게 표현해주세요. (본 문항은 선택 문항입니다.)","#이미지트레이닝 #멘토링
[회사에 필요한 인재로 빠르게 성장하겠습니다]
인생을 돌아보면, 다른 사람에게 도움을 줄 때 가장 큰 보람과 행복을 느낍니다. 3년 동안 수학 학원에서 조교로 활동하면서 학생들에게 문제 풀이 방법과 시험 대비 접근법을 지도했습니다. 또한, 학부연구생으로서 프로젝트와 공모전에 참여하며 얻은 노하우를 후배들에게 공유하는 멘토링을 진행하였습니다. 이를 통해 상대방의 눈높이에 맞춰 소통하는 능력을 키울 수 있었습니다.
또한, 새로운 분야에 대해서는 충분히 이해하고 전달할 수 있는 수준까지 성장하려는 열정이 생겼습니다. 실수를 줄이기 위해 주어진 업무를 수행하기 전에 항상 이미지 트레이닝을 하는 습관도 갖게 되었습니다.
[입사 후 목표]
입사 초기에는 SKHU 반도체 학습 플랫폼을 이용하여 적극적으로 후공정의 핵심 기술을 배우고 실무 역량을 키우겠습니다.
궁극적으로는 칩을 쌓을 때 고려해야 하는 불량 원인과 발열 관리 등의 문제를 해결하는 엔지니어가 되어 공정 개선과 양산을 주도하며, SK하이닉스의 기술 발전을 이끌어 나가겠습니다.
🔥SK하이닉스 최신 자소서 함께 확인
https://linkareer.com/cover-letter/35895"
삼성전자,2024 상반기,IT·개발·전자,DS부문 반도체연구소 공정설계,,1. 삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오.,"[혼연일체]
저는 완벽함을 위해 끊임없이 검증하는 사람입니다.
대학교에 다니며 배운 전공들은 머리로만 이해하기엔 어려웠습니다.
실험을 통해 방금 배운 전공지식을 접목시켜보고 이해할 수 있을 때까지 검증하였습니다.
또한, PSPICE, COMSOL과 같은 Simulation 프로그램들을 이용하여
Transistor, Diode 등 반도체 소자를 이용해 직접 설계한 회로와 제품의 타당성을 검증하였습니다.
삼성전자는 CXL 기반의 차세대 D램 메모리 기술을 통해
1998년 DDR 방식 이후 23년 만에 새로운 메모리 표준화 시대를 개막하였습니다.
세계에서 반도체 기업으로 선두를 달리기 위해 기술의 완벽함을 끊임없이 실험하고 검증하며
추구하는 삼성전자에서 저의 역량을 최고수준으로 활용할 수 있기에 지원하게 되었습니다.
[잘 듣는 것]
저는 많은 사람들의 요구를 잘 들어주고 행하는 엔지니어가 되고 싶습니다.
반도체 OEM 회사에서 인턴으로서 CS 업무를 맡으며 배운 것은 듣는 것의 중요함이었습니다.
제품을 구매하는 사람들은 다양한 이유로 문의하였습니다.
구매자들이 원하는 해결책을 제시해주기 위해서는
어떤 점이 문제가 있는지 잘 듣고 정확하게 파악해야 합니다.
지금까지 배운 전공지식과 경험들을 토대로 고객의 요구사항을 잘 듣고 파악해
만족할 만한 반도체설계를 진행하고 싶습니다."
삼성전자,2024 상반기,IT·개발·전자,DS부문 반도체연구소 공정설계,,"2. 본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건,","인물 등을 포함하여 기술하시기 바랍니다. (※작품속 가상인물도 가능)
[조금은 느려도 확실하게]
저는 아주 사소한 것들도 기억하고 두 번, 세 번 다시 검토하여
결함이 없다는 것을 확인할 때까지 만족하지 못하는 성격입니다.
주변에서 피곤하다고 느낄 수도 있지만, 줄곧 이러한 성격이 장점이라고 생각했습니다.
이러한 저의 성향을 알아본 선배님이 저를 대학교 동아리 연합회 사무국장 자리에 추천해주었습니다.
총인원 3,000명이 넘는 71개의 동아리를 관리하며 봄축제, 정기축제 등
소, 대형 행사에 지출되는 수백, 수천 장이 넘는 예, 결산안을 검토해야 했습니다.
학생회원들과 협업하여 2주간 매일같이 밤을 새우며 2천 장이 넘는
예, 결산안을 검토한 결과 횡령률 0%를 이루어 냈습니다.
이 과정에서 제가 가진 꼼꼼함이 남들보단 느릴 수 있지만
확실한 결과를 가져올 수 있음을 느꼈고 맡은 일에 대한 책임감은
항상 준비되어 있어야 한다는 것을 배웠습니다.
[나와의 약속]
'내가 뱉은 말, 맡은 일에 책임을 지자'라는 좌우명을 가지고 대학교에 입학하였습니다.
대학생활 중 가장 우선시했던 것은 등록금을 줄여보겠다는 부모님과의 약속이었습니다.
학창시절 물리라는 과목에 대해 기초만 알고 있었던 저에게 좋은 성적을 얻어
성적장학금을 받기 위해서는 남들보다 훨씬 더 많은 노력을 기울여야 했습니다.
동기들과 매일 수업이 끝나면 도서관에 모여 당일 배운 전공지식을 공유하며
토론, 토의하는 스터디를 최소 2시간씩 진행하였습니다.
확실히 높은 성적을 위해서는 조금 더 공부가 필요하다 생각하였습니다.
물리 수능교재를 구매하여 잠들기 전 한 시간씩 따로 더 공부하는 습관을 들였습니다.
책임감을 가지고 해온 노력과 공부방법으로 인해 전공에 대해 이해력을 갖출 수 있게 되었고
그 결과 지금까지 총 4번의 성적장학금을 받을 수 있었습니다.
학교 연계로 반도체 OEM 업체인 (주)한창코퍼레이션 에서 인턴을 하게 되었을 때도
제 역량들은 빛을 발했습니다. 처음 경험하는 사회에서의 일은
대학교에서 경험하는 것보다 훨씬 복잡하고 어려운 절차로 진행되었습니다.
맡은 일을 꼼꼼히 처리하는 것뿐만 아니라 어떻게 하면 더 효율적으로 일할 수 있을지
고민했고 자발적으로 선임분들과 같이 야근을 하며 일의 절차를 정리하였습니다.
처음 일하는 사람도 이해하기 쉽게 엑셀에 작업화면을 캡처하고 일일이 설명을 달았습니다.
그 결과 맡은 일에 대한 이해도가 증가하여 일의 능률이 빨라졌고 남는 시간을 활용하여
회사의 앞으로 사업에 도움이 될 수 있는 Arduino Sensor에 대한 프로젝트도
진행할 수 있게 되었습니다. 또한, 일의 절차를 정리한 엑셀은
신입사원을 위한 SOP로 채택되는 인턴으로서의 영광도 누릴 수 있었습니다.
반도체 공정 엔지니어는 그 어떠한 엔지니어들보다 꼼꼼함을 바탕으로
책임감 있게 맡은 일을 마칠 수 있어야 합니다. 저의 성장 과정 및 경험은
공정 설계 직무에서의 맡은 일을 수행함에 있어 긍정적으로 작용할 수 있을 것입니다."
삼성전자,2024 상반기,IT·개발·전자,DS부문 반도체연구소 공정설계,,3. 최근 사회이슈 중 중요하다고 생각되는 한가지를 선택하고,"이에 관한 자신의 견해를 기술해 주시기 바랍니다.
최근 세계 자동차 판매 1위인 폭스바겐에서 전기자동차의 핵심 부품인
배터리를 내재화하겠다고 선언했습니다.
LG 화학, SK이노베이션으로부터 파우치형 배터리를 공급받고
삼성SDI로부터 각형 배터리를 공급받는 폭스바겐의 이러한 선언은
대한민국 배터리 산업에 큰 영향을 끼치고 있습니다.
각형과 파우치형 배터리의 장단점을 살펴보면 파우치형은
높은 에너지 밀도와 다양한 형상으로 제조가 가능하지만 생산성이 낮습니다.
이에 비해 각형 배터리는 기계적 안정성이 뛰어나 배터리팩 구성이 용이하고
생산성이 높지만 에너지 밀도가 떨어진다는 단점이 있습니다.
각 배터리의 장단점을 살펴보았을 때, 퍼포먼스를 우선시하는
전기차에는 파우치형이 들어가는 것이 좋아 보입니다.
하지만 전 세계적으로 2030년 전후 온실가스 배출량을 줄여나가는 규제를 시행하고 있습니다.
내연 기관 자동차를 점차 줄여나감에 따라 전기자동차의 미래는 밝고
통상적으로 판매하는 전기자동차 제품의 배터리는 수요에 맞추기 위해
각형 배터리를 쓸 수밖에 없다고 생각합니다.
전 세계 전기자동차 배터리의 약 50%를 차지하고 있는
각형 배터리는 앞으로 더욱 중요해질 것입니다.
특히 각형 배터리를 취급하는 CATL은 전 세계 전기차 배터리 사용량 점유율 1위에 자리하고 있습니다.
CATL과 경쟁하기 위해서는 더 높은 품질의 제품을 만들고
불량률을 줄여나가 원가절감을 하는 방식으로 반응해야 한다고 생각합니다.
반도체 OEM 회사인 (주)한창코퍼레이션에서 인턴십을 진행하며
회사에서 판매하는 SSD 제품 중 5개에 1개꼴로 SSD 불량률이 생기는 것을 확인하였습니다.
중국어에 능통하신 대리님과 함께 중국제조공장에 연락하여 추가검수를 진행하였고
불량률이 반으로 줄어들게 된 경험이 있습니다.
이러한 경험을 통해 대화와 협업으로 불량률을 줄여나가는 것이
원가절감을 하는 데 있어 중요하다는 것을 배웠습니다.
국내 기업들이 이 방향으로 나아간다면 세계시장에서 지금보다 더 큰 파이를 차지할 수 있을 것입니다."
삼성전자,2024 상반기,IT·개발·전자,DS부문 반도체연구소 공정설계,,"4. 지원한 직무 관련 본인이 갖고 있는 전문지식/경험(심화전공, 프로젝트, 논문, 공모전 등)을 작성하고,","이를 바탕으로 본인이 지원 직무에 적합한 사유를 구체적으로 서술해 주시기 바랍니다.
[밑바탕]
전공 수업에서 반도체의 개념과 Diode, MOSFET 등의 소자들을 학습하면서
엔지니어들과 소통할 수 있는 역량을 쌓았습니다. 또한, 학부 공부와 더불어
지금까지 배운 지식을 재점검하고 확실히 하기 위해
전기기사 자격증 취득을 목표로 하였고 올해 그 목표를 이룰 수 있었습니다.
전기와 반도체 소자에 대한 이해를 바탕으로
반도체 공정설계직무에서 역량을 다 보여줄 수 있도록 준비하였습니다.
4년간 배운 전공지식을 바탕으로 반도체 소자와 Arduino Sensor를 활용한
팀 프로젝트를 진행하였습니다. 기존에 존재하지 않는 아이디어를 창작해내고
실제의 전자제품을 만드는 것이 목적이었습니다.
새로운 전자제품을 만드는 것이기 때문에 좋은 아이디어를 내는 것이 관건이었습니다.
팀장으로서 더 나은 주제를 선정하기 위해 팀원들과 함께
각자의 아이디어를 PPT로 만들어 상호발표를 진행하여 아이디어를 선정하였습니다.
Lat PullDown 운동을 함에 있어 Brushless DC, 전파정류기, DC-DC Converter를 통해
휴대폰을 충전할 수 있는 전력을 얻음과 동시에 무게추의 운동속도를 측정하여
칼로리로 계산하는 것이 주된 아이디어였습니다.
하지만 여러 번의 시뮬레이션 결과 컨버터에 출력이 큰 부하가 걸릴 때,
출력전압의 유지가 쉽지 않아 원하는 발전량을 얻어낼 수 없었고 제품의 크기가 커지는 한계점을 느꼈습니다.
팀원들과 토의한 결과 발전기를 제외하고 카메라, 기울기 센서를 이용하여
자세를 더 정확하게 분석하고 교정을 시키는 방향으로 나아갔습니다.
확실하고 완벽하게 제품을 만들기 위해 제품의 HW를 다 만든 후 발표 전까지
매일 시뮬레이션을 통해 오차율을 줄였고 칼로리와 자세의 오차율을 평균 3%까지 줄일 수 있었습니다.
그 결과 주어진 시간 내에 제품을 만들 수 있었고 팀 내 프로젝트 1위를 할 수 있었습니다.
소자에 대한 지식과 완벽함을 위해 달려나갔던
이 경험은 향후 반도체 공정설계 직무에 있어 도움이 될 것으로 생각합니다."
SK하이닉스,2024 하반기,IT·개발·전자,양산기술,,1. 지원하신 직무 분야의 전문성을 키우기 위해 꾸준히 노력한 경험에 대해 서술해주세요.,"(전문성의 구체적인 영역(ex. 통계 분석) / 전문성을 높이기 위한 학습 과정 / 지식과 기술을 실전에 적용한 경험 / 경험의 진실성을 증명할 수 있는 근거가 잘 드러나도록 기술해주세요.)
[반도체 공정에 대한 이해]
반도체공정 과목을 수강해 전체적 공정의 이해를 높였습니다. 8대 공정을 통해 반도체 하나가 생산되는 것이 아니라 6대 공정의 반복이 필요함을 깨달았고, issue 하나만으로 전체적인 품질에 문제가 생기는 만큼 각 공정의 최적화가 필요함을 느꼈습니다. 이 외에도 BJT, MOSFET의 원리, 현행 한계점을 공부해 기본적인 이해를 높였습니다. Deposition, Etch, Litho의 기법에 따른 특징과 장단점을 숙지해 목표 product에 따른 비용 최적화 공정 수립의 필요성 또한 이해하고 있습니다.
[데이터 분석 역량]
화공기초실험및설계 과목에서 조별 전지의 Capacity와 Voltage간 비교 데이터를 R을 이용해 그래프로 표현했습니다. 그래프 상에서 특정 전지의 충전 시작 전압값이 튀는 한 전지가 있어 양극재 제작시 재료 비율에 오류가 있을것이라 판단, 실제로 해당 조에게 질문해 확인했습니다. 이 외에도 PEM을 이용한 디스플레이 특성 분석에서 origin을 이용해 PI film의 retardation을 측정했습니다. 데이터의 안정성으로 rubbing시 사용되는 러빙포의 품질에 defect가 있음을 발견하였습니다."
SK하이닉스,2024 하반기,IT·개발·전자,양산기술,,2. 팀워크를 발휘해 사람들을 연결하고 공동 목표 달성에 기여한 경험에 대해 서술해주세요.,"(구체적인 상황 / 사람들과의 관계(ex. 친구, 직장 동료 등) / 협조를 이끌어내기 위한 본인의 행동 / 행동의 결과와 느낀 점이 잘 드러나도록 작성해주세요.)
[다건의 설계 팀장이 되다]
전공 교육과정에 있는 3개의 실험 설계 과목에서 모두 팀장으로 일하였습니다. 팀장을 맡으며 각 실험마다 다른 점들을 배울 수 있었습니다.
첫 번째는 ‘리더십’ 입니다. 팀원의 일정에 따라 다른 업무를 지시하고 발표에 필요한 A 이론과 B 이론을 각각 전담시켜 일의 효용성을 높였습니다. 이 과정에서 팀원들을 이끄는데 필요한 카리스마, 배려 및 조율 능력을 배웠습니다.
두 번째는 ‘장점 극대화’ 입니다. 같은 조에 외국인 팀원이 있어 소통에 난항을 겪었습니다. 그러나 대부분의 논문이 영어라는 특성 상 해당 팀원은 논문 정리에 탁월했습니다. 그래서 그 팀원에게 심층 이론 조사를 배정해 질 좋은 자료를 제작할 수 있었습니다.
마지막은 ‘갈등 조정 능력’ 입니다. 추가 실험에 관해 한 팀원과 일정 문제로 갈등이 발생했습니다. 이를 해결하기 위해 추가 실험은 남은 조원끼리 하되 부재한 팀원이 이해할 수 있도록 상세히 기록하고, 그 뒤 데이터 정리는 부재한 팀원이 맡아 균형을 조절했습니다. 그 결과 모두 만족할 수 있었습니다.
양산기술 엔지니어는 타 부서와의 협업이 잦아 소통이 중요합니다. 제가 가진 덕목들로 이에 활용하겠습니다."
SK하이닉스,2024 하반기,IT·개발·전자,양산기술,,3. 도전적인 목표를 세우고 성취하기 위해 끈질기게 노력한 경험에 대해 서술해 주세요.,"(목표와 목표 수립과정 / 수행 과정에서 부딪힌 어려움 / 목표 달성을 위한 구체적인 노력 / 노력의 결과와 느낀 점이 잘 드러나도록 작성해주세요.)
[데이터 수집을 통한 목표 성취]
학부연구생 과정중 Polyimide film을 제조한 경험이 있습니다. 여러 조건에서 PI film 합성 후, 데이터를 취합해 목표 두께인 30µm을 제조했습니다.
두 종류의 PAA 제작 후 ITO glass 위에 spin coating하였습니다. 변수를 spin coater의 rpm으로 설정했습니다. 이 때 rpm을 낮추면 glass center와 side간 두께 균일도가 낮아졌고, 균일도를 위해 rpm을 높이면 두께가 얇아진다는 문제점이 있었습니다.
따라서 어느정도 두께를 확보하면서 균일한 film을 제조하기 위해 500 ~ 2000 rpm 범위에서 100 rpm으로 구간을 설정했습니다. 그리고 glass의 9개 지점을 설정해 각 지점별, rpm별 데이터를 모두 기록했습니다. 그 결과 1800rpm, 1500rpm으로 2번 coating 진행시 원하는 두께를 획득할 수 있었습니다.
다량의 데이터 분석 과정을 통해 끈기가 목표 성취의 주요 요소임을 깨달았습니다. 양산기술 직무는 wafer의 defect 원인을 분석하고 적절한 solution을 찾아야 합니다. 제가 가진 끈기로 wafer 수율 향상에 기여하겠습니다."
SK하이닉스,2024 하반기,IT·개발·전자,양산기술,,"4. 지원자님은 어떤 사람인가요? 지원자님을 가장 잘 나타낼 수 있는 해시태그(#)를 포함하여, 남들과는 다른 특별한 가치관, 개성, 강점 등을 자유롭게 표현해주세요. (본 문항은 선택 문항입니다.)","(해당 항목은 필수는 아니며, 해시태그는 최대 2개까지 작성해주세요. (예시) #멘토링전문가 #슈퍼태스커)
#친화력
저는 타인과 편안한 관계를 맺고 유지하는 것에 능합니다. 과 동아리를 6년동안 하며 5살 선배부터 5살 후배까지 많은 사람들과 친분을 쌓았습니다. 일부 선배와는 아직도 같이 취미생활을 즐기고 있습니다. 또한 많은 사람과 더 친해지고 싶어 임원진까지 1년동안 진행하며 더욱 폭넓은 관계를 쌓으며, 사람과 소통하는 법을 익혔습니다. 양산기술 직무는 공정상 문제 해결을 위해 다른 부서와의 협업이 필수적입니다. 제가 가진 친화력이 협업 시 소통에 plus가 될 것입니다.
#도전
저는 목표를 세우고 도전하는 것을 즐깁니다. 21년 3월, 막 운전면허를 따고 연수를 받은 직후 차로 운전하며 혼자 여행을 다니고 싶다는 생각이 들었습니다. 그래서 일정을 짜고 2주간 주차, 야간운전 등을 연습하며 4박 5일의 여행을 혼자 다녀왔습니다. 이 외에도 평소에 달리기를 즐겨 하프 마라톤 완주를 2024년의 꿈으로 삼았습니다. 이를 위해 일 3~5km, 때때로 10km를 달렸습니다. 힘든 노력 끝에 2024년 5월, 2시간 8분 51초의 성적으로 21.1km를 완주할 수 있었습니다. 남은 2024년 제 한계를 42.195km의 풀 마라톤으로 삼고 도전하려 합니다."
SK하이닉스,2026 상반기,생산·제조,제조 - 양산기술,,1. 지원하신 직무 분야의 전문성을 키우기 위해 꾸준히 노력한 경험에 대해 서술해주세요.,"[정상 패턴 학습 기반 이상 징후 분석 경험]
저는 데이터 속 이상 신호를 빠르게 포착하고 공정 개선으로 연결하는 역량이 양산기술의 핵심 전문성이라고 생각했습니다. 이를 키
우기 위해 2년간 이미지 기반 이상 탐지 기법을 꾸준히 학습하고, 실제 웨이퍼 데이터에 반복 적용했습니다.
추가자료
양산 초기에는 불량 데이터가 부족하고 이상 유형도 비정형적이라는 점에 주목해, 정상 패턴만을 학습해 이상을 판별하는 CAE 모
델을 설계했습니다. 재구성 오차를 기준으로 defect와 미세 particle 후보를 판별했고, 이 과정에서는 단순 정확도보다 실제 양산
에서 더 치명적인 미탐을 줄이는 데 집중했습니다. Python으로 정상/이상 이미지를 반복 비교하며 Threshold를 조정했고, 오차가
크게 나타나는 결함 양상을 직접 확인하며 판별 기준을 다듬었습니다.
이 과정을 통해 98%의 검출 정확도를 달성했고, 성과물을 기반으로 한 공모전에서 최우수상을 수상했습니다. 이 경험으로 이상 징
후를 조기에 해석해 공정 개선으로 연결하는 역량을 길렀습니다. 입사 후에도 이러한 분석 역량으로 양산기술 현장에서 이상 징후를
조기에 포착하여 Yield와 불량 지표를 안정적으로 관리하겠습니다."
SK하이닉스,2026 상반기,생산·제조,제조 - 양산기술,,2. 팀워크를 발휘해 사람들을 연결하고 공동 목표 달성에 기여한 경험에 대해 서술해주세요.,"[데이터로 현장의 우려를 공동 목표로 바꾼 경험]
직무혁신 성과 팀 공모전에서 현장 작업자들의 반대를 데이터로 설득해 흡착식 고무 취출장치 도입을 이끈 경험이 있습니다.
당시 작업자들은 새 장치가 불량률을 높이고 작업 편의성을 떨어뜨릴 수 있다며 테스트를 반대했고, 본사와 현장 사이의 입장 차이
로 협업이 중단될 위기였습니다. 저는 먼저 현장의 우려를 정확히 이해해야 한다고 판단해 3일간 성형 취출 과정을 함께 수행하며
고무 재현성, 취출 온도 변화, 90dB 이상의 소음을 직접 확인했습니다.
이후 이를 바탕으로 64개의 봉 구조를 모델링하고 반복 실험을 통해 최적 구조를 도출했으며, 설계 기준에도 현장 의견을 반영했습
니다. 또한 기술적 장점만 설명하기보다 작업 흐름 변화와 불량 억제 효과를 중심으로 소통해 협조를 이끌어냈습니다.
그 결과 장치를 실제 공정에 도입해 불량률 1% 미만 유지, Tact Time 51% 감소, 월 생산량 54% 증대라는 성과를 얻었습니다. 이
경험을 통해 팀워크란 서로 다른 입장을 데이터와 실행으로 연결해 공동 목표를 이루는 과정임을 배웠습니다. 양산기술 현장에서도
공정팀과 R&D팀 간 다른 입장을 데이터로 조율하겠습니다."
SK하이닉스,2026 상반기,생산·제조,제조 - 양산기술,,3. 도전적인 목표를 세우고 성취하기 위해 끈질기게 노력한 경험에 대해 서술해 주세요.,"[최적의 조건을 찾기 위한 끊임없는 시도]
KTR 충전 프로토콜 프로젝트에서 21700 셀의 충전 시간을 줄이면서도 안정성을 유지할 수 있는 조건을 찾겠다는 목표에 도전한
경험이 있습니다.
과제는 단순 충방전 실험 데이터의 확보였지만, 저는 실제로 적용 가능한 충전 조건 설계를 목표로 설정했습니다. 처음 10회 실험에
서는 전류를 높이면 시간이 단축될 것이라 예상했지만, Voltage Drop과 온도 상승이 함께 나타나며 어려움을 겪었습니다. 저는 목
표를 낮추지 않고 충전 전류와 단계 전환 전압을 핵심 변수로 재설정했습니다. 이후 안정성 향상을 위해 부하를 분산할 수 있는 두 가
지 방법인 MSCC와 Pulse Charge 조건을 30회 반복 비교하며 전압 변화와 충전 시간을 반복 분석한 끝에 병목 구간을 완화할 수
있는 5-step 조합을 찾아 기존 대비 충전 시간을 23분 단축했습니다.
이 경험을 통해 도전적인 목표를 이루기 위해서는 가설에 머무르지 않고, 실패 원인을 데이터로 끝까지 추적하며 조건을 다시 설계
하는 끈질김이 필요하다는 점을 배웠습니다. 입사 후에도 양산 공정의 조건을 끝까지 개선하며 목표 수율 달성에 기여하겠습니다."
SK하이닉스,2026 상반기,생산·제조,제조 - 양산기술,,"4. 지원자님은 어떤 사람인가요? 지원자님을 가장 잘 나타낼 수 있는 해시태그(#)를 포함하여, 남들과는 다른 특별한 가치관,","개성, 강점 등을 자유롭게 표현해주세요. (본 문항은 선택 문항입니다.)
#데이터로확인하는사람 #현장에서답을찾는사람
저는 문제를 감이나 추측으로 넘기기보다 데이터를 통해 먼저 확인하고, 필요하면 직접 현장에 들어가 답을 찾는 사람입니다. (주)이
너보틀과 협업한 프로젝트에서도 새로운 장치 도입을 반대하는 작업자들을 책상 위에서 설득하려 하지 않고, 3일간 현장에 들어가
공정을 함께 수행하며 소음, 작업성, 취출 온도 변화를 직접 확인했습니다. 이후 현장에서 얻은 정보를 바탕으로 설계 기준을 수정해
생산성 개선으로 연결했습니다. 앞으로도 데이터를 통해 원인을 먼저 확인하고, 필요하면 직접 현장에 들어가 해결책을 찾는 방식으
로 양산기술 현장의 문제를 해결하겠습니다."
