산업분야,직무,직위,질문순위,핵심단어,질문빈도,답변키워드_TOP20
,해외영업,신입,1,경험,5,"친구, 자전거, 경험, 실패, 임용, 여행, 펑크, 업무, 시험, 활용, 수행, 노력, 수출입, 다양, 준비, 때문, 중국어, 운동, 작업, 화장실"
,해외영업,신입,2,성장과정,3,"노력, 말씀, 러시아어, 목표, 공부, 생각, 사장, 경험, 때문, 시간, 수출, 관련, 통역, 지금, 시험, 학업, 중요, 자신, 성공, 이해"
,해외영업,신입,3,지원동기,3,"카페베네, 영업, 방문, 사람, 소통, 직무, 세계, 글로벌, 해외, 블로그, 운영, 흥미, 다양, 조력자, 부서, 매장, 지속, 대부분, 시간, 콘텐츠"
,해외영업,신입,4,자기소개,3,"적극, 농구, 행사, 시간, 때문, 기여, 상사, 오렌지, 도전, 사람, 산업, 조직, 이후, 정리, 준비, 아르바이트, 시찰, 과제, 추구, 고등학교"
,헤드헌터,신입,1,지원동기,1,"채용, 업무, 인력, 관리, 기업, 관련, 아르바이트, 교육, 관심, 분야, 직무, 훈련, 성장, 켈리, 서비스, 다수, 자원, 생각, 회사, 달성"
,현장관리자,신입,1,직무역량,2,"건축, 현장, 실제, 전공, 생각, 설계, 회사명, 최고, 진행, 이해, 수업, 실습, 성장, 분야, 바탕, 분석, 프로젝트, 학점, 과목, 시공"
,현장관리자,신입,2,성장과정,2,"시간, 도전, 노력, 때문, 실험, 경험, 준비, 효율, 토양, 활동, 실시, 탐방, 일정, 팀원, 다양, 사람, 중요, 기간, 점검, 오염"
,현장관리자,신입,3,지원동기,2,"생각, 때문, 목표, 기업, 태영건설, 토목, 기술, 엔지니어, 전기, 지원, 취득, 성장, 발전, 파악, 회로, 에너지, 정보, 처리, CJ제일제당, 전공"
,현장관리자,신입,4,경험,1,"현장, 균열, 책임감, 시공, 건설, 관리자, 관리, 소통, 능력, 품질, 타설, 직무, 공기, 협력사, 작업자, 경험, 펌프, 수행, 필요, 발주처"
,현장관리자,신입,5,자기소개,1,"해외, 생각, 현지, 다양, 시장, 팀원, 사람, 이해, 세계, 경험, 봉사, 문화, 국제, 존중, 글로벌, 소통, 중요, 협력, 교육, 하나"
,현장관리자,신입,6,입사포부,1,"자격증, 교수, 공무, 기술자, 부족, 부분, 시간, 학기, 취득, 방학, 덕분, 기본기, 실습, 칭찬, 작품, 제작, 구성, 작동, 배선, 정확"
,호텔종사자,인턴,1,성장과정,1,"성장, 경험, 결정, 사회, 서비스, 개월, 환경, 시간, 지역, 세상, 다양, 사람, 모교, 한마디, 상의, 휴학, 의견, 부모, 응원, 모습"
,홍보,신입,1,성장과정,1,"변화, 영향력, 방송, 광고, 자존감, 바닥, 각자, 위치, 불평, 최선, 사람, 마음가짐, 사회, 긍정, 다짐, 이후, 목표, 실현, 대중, 매체"
,홍보,신입,2,경험,1,"문화, 유학, 경험, 인턴, 경계, 중국, 동안, 사람, 차이, 나라, 도시, 생활, 한국, 직무, 해외, 한류, 세상, 사업, 방법, 얘기"
,홍보,인턴,1,경험,1,"직무, 동아리, 마케팅, 프로젝트, 부서, 활동, 협업, 진행, 다양, 가치, 분야, 관심, 생각, 기획, 경영학, 전공, 기업, 소통, 사진, 영화"
,화학엔지니어,신입,1,경험,7,"연구, 목표, 학생, 향상, 경험, 관리, 저항, 방법, 결과, 제작, 도입, 생각, 센서, 바탕, 현상, 시간, 멘토, 진행, 자료, 제안서"
,화학엔지니어,신입,2,지원동기,2,"회사, 환경, 바이오, 랜드, 때문, 연구, 화학, 물질, 발전, 기업, 등록, 다양, 기술, 방향, 전문가, 목표, 제품, 융합, 사업, 법규"
,화학엔지니어,신입,3,성장과정,2,"생각, 사람, 연구, 배려, 때문, 상황, 해결, 경우, 성과, 이타, 성향, 경쟁, 이기, 석사, 과정, 실험, 피드백, 정리, 조언, 봉착"
,화학엔지니어,신입,4,직무역량,1,"연구, 다양, 분석, 끈기, 소통, 결과, 중요, 통계, 데이터, 정확, 때문, 실험, 필요, 과정, 포기, 분야, 경험, 피드백, 최적, 구성원"
,화학엔지니어,인턴,1,자기소개,2,"경험, 생각, 진행, 수행, 사업, 도전, 실험, 특허, 미생물, 에너지, 공정, 노력, 회사명, 다양, 동아리, 참가, 주제, 과정, 업무, 출원"
,화학엔지니어,인턴,2,직무역량,1,"진행, 경험, 실패, 실험, 제품, 개발, 다양, 연구, 기초, 브랜드, 지식, 결과, 사용, 애경, 직무, 성장, 시작, 과정, 동안, 합성"
,환경기사,신입,1,직무역량,1,"실험, 계획, 분석, 개선, 능력, 반응, 효율, 중간, 기록, 화학, 공정, 안정, 수립, 토대, 진행, 발전, 철저, 안전, 관리, 결과"
,회계담당자,신입,1,경험,5,"생각, 활동, 도전, 팀원, 의견, 목표, 역할, 정신, 혼자, 수행, 직무, 준비, 제작, 프로젝트, 계획, 봉사, 학생, 공연, 때문, 소통"
,회계담당자,신입,2,성장과정,4,"경험, 부모, 우산, 동아리, 사람, 노력, 모습, 배려, 친구, 사원, 가르침, 말씀, 생각, 능동, 끈기, 자세, 시절, 대학, 전달, 추구"
,회계담당자,신입,3,직무역량,2,"원가, 정리, 시간, 사업, 도서관, 책장, 부족, 회계, 학생, 도서, 서고, 아침, 점심시간, 도장, 부문, 역량, 운영, 학부, 전략, 관리"
,회계담당자,인턴,1,장단점,1,"지원, 회계, 회사명, 수업, 처음, 경제, 지식, 활용, 개인, 신용, 회복, 전문, 인재, 생각, 방과, 자격증, 취득, 처리, 프로그램, 운용"
기타,백엔드개발자,신입,1,경험,1,"언어, 공부, 노력, 개발자, 결심, 이후, 차이, 엔드, 제작, 사용, 마음속, 신조, 대학교, 학년, 진로, 그때, 관심, 가지, 모두, 프로젝트"
기타,백엔드개발자,신입,2,자기소개,1,"개발, 사람, 프로그램, 개선, 회사명, 고객, 기여, 경험, 과정, 학기, 프로젝트, 교육, 우수, 성적, 목표, 편리, 시간, 절감, 원동력, 국내"
기타,설비엔지니어,신입,1,장단점,1,"소재, 역량, 전문, 지식, 엔지니어, 전기, 전지, 경험, 바탕, 성장, 롯데케미칼, 솔루션, 확대, 도입, 설비, 시설, 업무, 수행, 공장, 대처"
기타,웹개발자,신입,1,장단점,1,"문제, 해결, 과정, 발생, 시간, 무엇, 확인, 자체, 생각, 알고리즘, 노력, 매뉴얼, 내용, 아티클, 문서, 상황, 스트레스, 독서, 드라마, 성취감"
기타,전기·전자엔지니어,신입,1,경험,1,"전기, 전자, 사용법, 장비, 안전, 변압기, 회로, 성장, 입사, 전문, 지식, 시설, 기사, 자격증, 설계, 정보, 공부, 기기, 프로그램, 안테나"
